scanId,entryId,scanGroupIndex,Frequency,MacAddress,SSID,Strength
10212,38,19,2432,5e:a9:31:22:bb:0a,CSE-LAB,-72
10213,38,19,2462,26:94:5a:1b:90:4d,Tatakae🥷,-70
10214,38,19,5765,bc:22:28:21:55:6b,CSE-104,-89
10215,38,19,2462,bc:22:28:21:55:6e,CSE-104,-69
10216,38,19,2457,36:20:f9:a1:88:62,CSE OFFICE,-67
10217,38,19,2412,18:0f:76:c3:06:8d,CSE-304,-47
10218,38,19,2412,00:22:b0:05:f3:bc,CSE-204,-58
10219,38,19,5745,52:29:6f:70:e8:02,Shakshor,-82
10220,38,19,5805,36:62:f9:a1:88:63,CSE OFFICE,-88
10221,38,19,5805,36:62:f9:a1:88:57,CSE OFFICE,-85
10222,39,0,2462,26:94:5a:1b:90:4d,Tatakae🥷,-58
10223,39,0,5765,bc:22:28:21:55:6c,,-78
10224,39,0,5765,bc:22:28:21:55:6b,CSE-104,-78
10225,39,0,5745,52:29:6f:70:e8:02,Shakshor,-81
10226,39,0,2457,34:60:f9:a1:8b:8e,,-82
10227,39,0,2457,36:20:f9:a1:88:62,CSE OFFICE,-71
10228,39,0,2432,60:63:4c:31:37:40,CSE-303,-53
10229,39,0,5805,36:62:f9:a1:88:63,CSE OFFICE,-84
10230,39,0,5805,34:60:f9:a1:88:57,,-78
10231,39,0,2457,34:60:f9:a1:88:56,,-61
10232,39,0,2457,34:60:f9:a1:88:62,,-71
10233,39,0,2457,bc:22:28:21:09:24,CSE-205,-66
10234,39,0,5805,36:62:f9:a1:88:57,CSE OFFICE,-79
10235,39,0,5785,bc:22:28:21:09:21,CSE-205,-76
10236,39,0,2457,36:20:f9:a1:88:56,CSE OFFICE,-61
10237,39,0,2462,bc:22:28:21:55:6e,CSE-104,-62
10238,39,0,2432,5e:a9:31:22:bb:0a,CSE-LAB,-67
10239,39,0,2412,18:0f:76:c3:06:8d,CSE-304,-51
10240,39,0,2457,36:20:f9:a1:8b:8e,CSE OFFICE,-82
10241,39,1,2462,26:94:5a:1b:90:4d,Tatakae🥷,-67
10242,39,1,5765,bc:22:28:21:55:6c,,-74
10243,39,1,2412,56:24:f1:d4:40:ff,Redmi Note 10,-57
10244,39,1,5765,bc:22:28:21:55:6b,CSE-104,-74
10245,39,1,5745,52:29:6f:70:e8:02,Shakshor,-84
10246,39,1,2457,36:20:f9:a1:88:62,CSE OFFICE,-65
10247,39,1,2432,60:63:4c:31:37:40,CSE-303,-70
10248,39,1,5805,36:62:f9:a1:88:63,CSE OFFICE,-87
10249,39,1,2457,34:60:f9:a1:88:56,,-56
10250,39,1,5805,34:60:f9:a1:88:63,,-89
10251,39,1,5805,36:62:f9:a1:88:57,CSE OFFICE,-82
10252,39,1,2457,36:20:f9:a1:88:56,CSE OFFICE,-55
10253,39,1,2412,00:22:b0:05:f3:bc,CSE-204,-62
10254,39,1,2412,18:0f:76:c3:06:8d,CSE-304,-47
10255,39,1,2417,1c:61:b4:9c:79:f2,,-65
10256,39,2,2462,26:94:5a:1b:90:4d,Tatakae🥷,-56
